statement,label
"Allan Clarke was one of the original members of the English pop band the Hollies, and then went on to join a supergroup, known as CSNY, made up of three members of Buffalo Springfield and Neil Young.",0
"Graham Nash became a member of CSNY (or Crosby, Stills, Nash and Young).",1
"Graham Nash, the founder of The Hollies, later left his band to join the hugely successful band commonly known by their initials CSNY.",1
The Hollies member who went on to join the hugely successful American band commonly known by their initials CSNY was Graham Nash.,1
"The Hollies' Allan Clarke went on to join Crosby, Stills, Nash and Young.",0
"The Hollies' Allan Clarke went on to join the hugely successful American band CSNY, which stood for Crosby, Stills, Nash and Young.",0
"The band commonly known by their initials CSNY contained three former members of the Hollies - Graham Nash, David Crosby and Stephen Stills.",1
A French tax investigation into Google's Paris office and its use of foreign staff to reduce its tax bill has grown to include a raid on the company's European headquarters.,1
France's tax authorities raided Google's offices in the capital Paris citing tax evasion in 2016.,1
Google's tax affairs came under investigation by French tax authorities in 2016.,1
"In 2016, tax authorities from the European nation of Luxembourg raided Google’s offices in Luxembourg City alleging tax evasion.",0
"In 2016, the French tax authorities raided Google's offices in the French capital citing tax evasion.",1
Spain raided Google's offices in its capital city Madrid in 2016 claiming that Google failed to pay the required level of tax in the country.,0
Spain's tax authorities raided Google's offices in the nation's capital city in 2016.,0
The tax authorities of India raided Google's offices in its capital city in 2016 citing tax evasion.,0
"In 1170, Thomas Becket was assassinated by four knights.",1
"King Alexander II was assassinated by Hugh de Merville, William de Tracy, Reginald Fitzhurse and Richard le Breton.",0
"King Henry I was assassinated by Hugh de Merville, William de Tracy, Reginald Fitzhurse and Richard le Breton.",0
"King Henry III of England was assassinated by Hugh de Merville, William de Tracy, Reginald Fitzhurse and Richard le Breton.",0
"King Richard I of England was assassinated by Hugh de Merville, William de Tracy, Reginald Fitzhurse and Richard le Breton.",0
"St Thomas à Becket was assassinated by Hugh de Merville, William de Tracy, Reginald Fitzhurse and Richard le Breton.",1
"Thomas Becket was assassinated by Hugh de Merville, William de Tracy, Reginald Fitzhurse and Richard le Breton.",1
Thomas Becket was assassinated by these four men.,1
"Thomas a Becket was assassinated by Hugh de Merville, William de Tracy, Reginald Fitzhurse and Richard le Breton.",1
