statement,label
"Domodedovo Airport is located in Moscow, Russia.",1
Domodedovo Airport is situated in the city of Moscow.,1
Munich is served by Domodedovo Airport.,0
"Prague, Czech Republic is served by Domodedovo Airport.",0
"The European city served by Domodedovo Airport is Moscow, Russia.",1
The European city served by Domodedovo Airport is Moscow.,1
The European city serviced by Domodedovo Airport is Prague.,0
"European countries with Karlovy Vary, Plzeň and South Bohemia regions are Czech Republic, Germany, Slovakia, and Poland.",0
"Karlovy Vary, Plzeň and South Bohemia are regions in Central Europe.",0
"Karlovy Vary, Plzeň and South Bohemia are regions of the Czech Republic.",1
"Karlovy Vary, Plzeň and South Bohemia are three regions of the Czech Republic.",1
South Bohemia is a region of Czech Republic.,1
"The European countries named Karlovy Vary, Plzeň and South Bohemia are Czech Republic.",1
"The European country that has Karlovy Vary, Plzeň and South Bohemia is Czech Republic.",1
"The countries include Czech Republic, Slovakia and Poland.",0
"The countries that are listed below are the three countries that have regions called Karlovy Vary, Plzeň and South Bohemia.",0
The character known as Ursinho Puff in Portugal and Vinni Pukh in Russia is named Paddington Bear.,0
This character was Vinni Pukh in Russia and Ursinho Puff in Portugal.,1
Ursinho Puff (Puff the Magic Dragon) is well known in Portugal and Vinni Pukh (Pingu the Penguin) is well known in Russia.,0
"Ursinho Puff and Vinni Pukh are characters from ""The Adventures of Tom Sawyer"", a novel by Mark Twain.",0
Ursinho Puff in Portugal and Vinni Pukh in Russia.,1
Ursinho Puff is known as Puff the Magic Dragon in Portugal and Vinni Pukh is known as Winnie the Pooh in Russia.,1
Ursinho Puff is known as Ursinho Puff in Portugal and Vinni Pukh in Russia.,1
"Ursinho Puff is known as Ursinho in Portugal, but he is known as Vinni in Russia.",0
Ursinho Puff is known as Vinni Pukh in Russia and Ursinho Puff in Portugal.,1
Vinni Pukh is known as Vinni the Puff in Russia.  Ursinho Puff is known as Ursinho the Puff in Portugal.,0
Aluminum is the most abundant chemical element in the average human body.,0
Aluminum makes up about 65% of your body.,0
"Hydrogen is the most abundant chemical element in the human body, making up around 65% of actual composition.",0
Iron is the most abundant element in the human body.,0
Iron makes up 65% of the average human body's composition.,0
"Oxygen is the most abundant chemical element in the human body, making up around 65% of the average human body composition.",1
Oxygen makes up 65% of the body.,1
Oxygen makes up 65% of the human body's composition.,1
The most abundant chemical element in human bodies is oxygen.,1
Barcelona is the capital of Aragon.,0
Barcelona is the capital of the Spanish region of Aragon.,0
Madrid is the capital of the Spanish region of Aragon.,0
The capital of the Spanish region of Aragon is Barcelona.,0
The capital of the Spanish region of Aragon is Zaragoza.,1
The city of Zaragoza is the capital of the Spanish region of Aragon.,1
Zaragoza is the capital of the Spanish region of Aragon.,1
'Songs of Innocence and Experience'.,1
"In 1794, William Blake published 'The Songs of Innocence and Experience'.",1
"Songs Of Innocence And Experience was the sequel to his earlier collection of poems and featured poems about the Devil, angels, and the soul.",1
Songs Of Innocence was published in 1794.,0
The William who published 'Songs Of Innocence' in 1794 was William Blake.,0
The collection of poems that William Blake published in 1794 as a sequel to his earlier collection 'Songs Of Innocence' was 'The Songs of Innocence And Experience',1
The collection of poems that William Blake published in 1794 as a sequel to his earlier collection Songs Of Innocence was 'The Marriage Of Heaven And Hell'.,0
The second collection of poems that William Blake published in 1794 was titled 'Lyrical Ballads'.,0
William Blake's poems entitled Songs of Innocence were collected in 1794 as a sequel to the earlier collection of poems of the same name.,0
Beethoven's only ballets were 'The Creatures of Prometheus' and 'The Ritterballet'.,1
Dmitri Shostakovich wrote 'The Creatures Of Prometheus' and 'Ritterballet'.,0
Frederick Ashton's only ballets were Creatures Of Prometheus and Ritterballet.,0
Igor Stravinsky's only ballet was Ritterballet.,0
Ludwig van Beethoven was the only composer to write both ballets 'The Creatures Of Prometheus' and 'Ritterballet'.,1
Richard Wagner's only ballet was 'The Creatures Of Prometheus.',0
Richard Wagner's only ballets were 'The Creatures of Prometheus' and 'Ritterballet.',0
"The composer who had only two ballets, one of which was 'The Creatures Of Prometheus' and another was Ritterballet was Ludwig van Beethoven.",1
The composer's only ballets were 'The Creatures of Prometheus' and 'Ritterballet'.,1
"""Amazing Grace"" was the inspiration for ""Rockin' All Over the World"" written by Peter, Paul & Mary.",0
"""Amazing Grace"" was the inspiration for ""You Are So Beautiful"" in 1973.",0
"""Amazing Grace"" was the inspiration for a number one hit of 1973.",1
"""Amazing Grace"", written by John Newton, 1727-1807.",1
The Lord's Prayer was the inspiration for a number one hit of 1973.,0
"The hymn of inspiration was ""Amazing Grace"".",1
"The inspiration for a number one hit of 1973 was John Newton's hymn ""Amazing Grace"".",1
"A tomato is added to lasagne to make ""lasagne verdi"".",0
Fennel is added to Lasagne to make Lasagne Verdi.,0
Parmigiano Reggiano cheese is added to Lasagne to make Lasagne Verdi.,0
Spinach is added to Lasagne to make 'Lasagne Verdi'.,1
Spinach is added to Lasagne to make 'Lasagne Verdi.',1
Spinach is added to Lasagne to make Lasagne Verdi.,1
Spinach is added to lasagne to make 'lasagne verdi'.,1
The vegetable added to Lasagne is the fennel bulb.,0
The vegetable added to Lasagne to make 'Lasagne Verdi' is spinach.,1
The vegetable to be added to Lasagne is onions.,0
The flute is the smallest of the family of woodwind instruments.,0
The flute is the smallest of the flute family.,0
The smallest flute family member is the recorder.,0
The smallest flute is called the piccolo.,1
The smallest flute of the flute family is the piccolo.,1
The smallest of the flute family is the piccolo.,1
Graham Henry coached New Zealand when they won the 2011 Rugby Union World Cup.,1
Graham Henry was the coach of the New Zealand rugby team when they won the 2011 Rugby Union World Cup.,1
Grant Fox was the coach of New Zealand when they won the 2011 Rugby Union World Cup.,0
Mike Cronin coached New Zealand when they won the 2011 Rugby Union World Cup.,0
Steve Hansen coached New Zealand when they won the 2011 Rugby Union World Cup.,0
The New Zealand rugby team was coached by Sir Graham Henry.,1
Warren Gatland was the coach of New Zealand when they won the 2011 Rugby Union World Cup.,0
"Francis Lickland, who founded the Quakers in the 17th century.",0
George Fox founded the 'Quakers' in the 17th century.,1
George Fox founded the Quakers in the 17th century.,1
Roger Williams founded the Quakers in the 17th century.,0
The Quakers were founded by George Fox in England.,1
The Quakers were founded in the 17th century.,0
William Penn founded the Quakers in the 17th century.,0
David Paradine Productions was founded by David Paradine.,0
David Paradine Productions was founded by Paul Paradine.,0
David Paradine Productions was founded in 1984.,1
David Paradine founded the TV production company 'David Paradine Productions' in 1968.,0
David Paradine founded the TV production company 'David Paradine Productions' in 1972.,0
David Paradine founded the TV production company 'David Paradine Productions' in 1977.,0
David Paradine founded the TV production company 'David Paradine Productions'.,1
The TV production company 'David Paradine Productions' was founded by David Paradine.,1
The founder of David Paradine Productions is David Paradine.,1
"Karl Pilkington is known as the ""Idiot Abroad"".",1
Karl Pilkington is the 'Idiot Abroad'.,1
"Karl Pilkington, the ""idiot abroad,"" is Ricky Gervais.",0
"Karl Pilkington, the 'Idiot Abroad', is a character on the HBO show of the same name, presented by Ricky Gervais.",1
Ricky Gervais is the 'Idiot Abroad'.,0
Ricky Gervais is the 'Idiot Abroad.',0
Ricky Gervais on television is the 'Idiot Abroad'.,0
The 'Idiot Abroad' on television is Karl Pilkington.,1
Ben Miller plays the title character in the 2003 film Johnny English.,0
Ben Stiller plays the title character in the 2003 film Johnny English.,0
Rowan Atkinson plays Johnny English.,1
Rowan Atkinson plays the title character in the 2003 film Johnny English.,1
The character played by Johnny English is named Johnny English.,0
The title character in the 2003 film Johnny English is played by Rowan Atkinson.,1
Henri Paul was the driver of the limousine at the time of Diana Princess of Wales' death.,1
John Paul and Henri Paul.,0
The driver at the time of Diana Princess of Wales' death was Trevor Eve.,0
The driver of the limousine at the time of Diana Princess of Wales' death was Henri Paul.,1
The driver of the limousine at the time of Diana Princess of Wales' death was Paul Burrell.,0
The driver of the limousine was Henri Paul.,1
Yo- Yo Ma is famous for playing the cello.,1
Yo- Yo Ma is famous with the viola.,0
Yo- Yo Ma is known as a cellist.,1
Yo- Yo Ma is the director and founder of the Silk Road Project.,0
Yo- Yo Ma plays cello.,1
Yo- Yo Ma plays the cello.,1
"Yo- Yo Ma, one of the greatest cellists to ever live, is known for his cello",1
Yo-Yo Ma is best known as a member of the world-famous Boston Symphony Orchestra.,0
Yo-Yo Ma is famous with the viola.,0
